store,date,isholiday,weekly_sales,size,fuel_price,cpi,unemployment
1,2011-03-04,False,22414.567260273972,151315,3.288,213.8233327,7.742
1,2010-03-05,False,21298.721643835615,151315,2.625,211.3501429,8.106
1,2012-03-09,False,23597.621971830984,151315,3.669,221.0591887,7.348
1,2011-04-01,False,21057.25,151315,3.524,214.8371664,7.682
1,2012-04-13,False,22831.432394366195,151315,3.891,221.5102105,7.143
1,2011-04-15,False,21970.267605633802,151315,3.743,215.2918561,7.682
1,2010-04-16,False,20082.9901369863,151315,2.808,210.4887,7.808
1,2010-04-02,False,22152.337222222224,151315,2.719,210.8204499,7.808
1,2012-04-20,False,21430.67422535211,151315,3.877,221.5640737,7.143
1,2011-04-22,False,21733.608472222222,151315,3.807,215.4599053,7.682
1,2010-04-23,False,19323.001666666667,151315,2.795,210.4391228,7.808
1,2012-04-27,False,20689.131971830986,151315,3.814,221.6179368,7.143
1,2011-04-29,False,20787.009857142857,151315,3.81,215.6279544,7.682
1,2010-04-30,False,20071.840985915493,151315,2.78,210.3895456,7.808
1,2012-04-06,False,26384.401111111114,151315,3.891,221.4356112,7.143
1,2011-04-08,False,22736.04718309859,151315,3.622,215.0743939,7.682
1,2010-04-09,False,21170.11684931507,151315,2.77,210.6228574,7.808
1,2012-05-11,False,22691.493661971832,151315,3.688,221.7256632,7.143
1,2011-05-13,False,21983.227123287674,151315,3.899,215.9640526,7.682
1,2010-05-14,False,20753.493055555555,151315,2.854,210.3374261,7.808
1,2012-05-18,False,22798.598142857143,151315,3.63,221.742674,7.143
1,2011-05-20,False,19836.364861111113,151315,3.907,215.7339202,7.682
1,2010-05-21,False,19995.17242857143,151315,2.826,210.6170934,7.808
1,2012-05-25,False,21907.66971830986,151315,3.561,221.744944,7.143
1,2011-05-27,False,20648.544647887324,151315,3.786,215.5037878,7.682
1,2010-05-28,False,20458.14214285714,151315,2.759,210.8967606,7.808
1,2012-05-04,False,23725.63366197183,151315,3.749,221.6718,7.143
1,2011-05-06,False,22949.17295774648,151315,3.906,215.7960035,7.682
1,2010-05-07,False,22277.154444444444,151315,2.835,210.3399684,7.808
1,2012-06-01,False,22879.965915492958,151315,3.501,221.7472139,7.143
1,2011-06-10,False,22379.553802816903,151315,3.648,215.0435229,7.682
1,2010-06-11,False,21726.212535211267,151315,2.668,211.4560951,7.808
1,2012-06-15,False,22966.295774647886,151315,3.393,221.7626421,7.143
1,2011-06-17,False,21279.373055555556,151315,3.637,214.9980596,7.682
1,2010-06-18,False,21786.725507246378,151315,2.637,211.4537719,7.808
1,2012-06-22,False,21518.955070422537,151315,3.346,221.8030211,7.143
1,2011-06-24,False,20265.21338028169,151315,3.594,215.0910982,7.682
1,2010-06-25,False,20619.008695652174,151315,2.653,211.3386526,7.808
1,2012-06-29,False,22324.949130434783,151315,3.286,221.8434,7.143
1,2011-06-03,False,23358.263,151315,3.699,215.2736553,7.682
1,2010-06-04,False,22753.869154929576,151315,2.705,211.1764278,7.808
1,2012-06-08,False,23572.652222222223,151315,3.452,221.7494839,7.143
1,2011-07-01,False,21573.01579710145,151315,3.524,215.1841368,7.962
1,2012-07-13,False,21507.24,151315,3.256,221.9241579,6.908
1,2011-07-15,False,20787.42814285714,151315,3.575,215.3611087,7.962
1,2010-07-16,False,20699.127428571428,151315,2.623,211.1003854,7.787
1,2010-07-02,False,20444.084109589043,151315,2.669,211.2235333,7.787
1,2012-07-20,False,20804.92722222222,151315,3.311,221.9327267,6.908
1,2011-07-22,False,20245.31623188406,151315,3.651,215.4222784,7.962
1,2010-07-23,False,19237.016666666666,151315,2.608,211.2351443,7.787
1,2012-07-27,False,19987.829305555555,151315,3.407,221.9412954,6.908
1,2011-07-29,False,19597.388260869564,151315,3.682,215.4834482,7.962
1,2010-07-30,False,19055.369444444445,151315,2.64,211.3699032,7.787
1,2012-07-06,False,25283.630857142856,151315,3.227,221.8837789,6.908
1,2011-07-08,False,21926.423428571426,151315,3.48,215.2771754,7.962
1,2010-07-09,False,21775.692676056336,151315,2.642,211.108414,7.787
1,2012-08-10,False,22116.80513888889,151315,3.494,221.9584329,6.908
1,2011-08-12,False,21480.944929577465,151315,3.638,215.6057878,7.962
1,2010-08-13,False,21242.785352112674,151315,2.692,211.6394211,7.787
1,2012-08-17,False,22192.611805555556,151315,3.571,222.0384109,6.908
1,2011-08-19,False,21260.575416666667,151315,3.554,215.6693107,7.962
1,2010-08-20,False,21015.006805555557,151315,2.664,211.6033633,7.787
1,2012-08-24,False,21043.97718309859,151315,3.62,222.1719457,6.908
1,2011-08-26,False,19793.154864864864,151315,3.523,215.7332258,7.962
1,2010-08-27,False,20702.041714285715,151315,2.619,211.5673056,7.787
1,2012-08-03,False,22973.743521126762,151315,3.417,221.9498642,6.908
1,2012-08-31,False,21973.380555555555,151315,3.638,222.3054805,6.908
1,2011-08-05,False,22878.644366197183,151315,3.684,215.544618,7.962
1,2010-08-06,False,22935.596857142857,151315,2.627,211.5046621,7.787
1,2010-09-10,True,20936.954027777778,151315,2.565,211.4951902,7.787
1,2012-09-14,False,21075.400972222225,151315,3.717,222.5820193,6.908
1,2011-09-16,False,21327.602535211267,151315,3.526,216.0410526,7.962
1,2010-09-17,False,19866.370416666665,151315,2.582,211.5224596,7.787
1,2011-09-02,False,21236.01671232877,151315,3.533,215.7971409,7.962
1,2012-09-21,False,21213.043098591552,151315,3.721,222.7818386,6.908
1,2011-09-23,False,19166.948194444445,151315,3.467,216.3758246,7.962
1,2010-09-24,False,19039.31028169014,151315,2.624,211.5972246,7.787
1,2012-09-28,False,19685.743287671234,151315,3.666,222.9816579,6.908
1,2010-09-03,False,21391.16013888889,151315,2.577,211.5312479,7.787
1,2011-09-30,False,19368.914305555558,151315,3.355,216.7105965,7.962
1,2012-09-07,True,22763.93602739726,151315,3.73,222.4390153,6.908
1,2011-09-09,True,21395.43388888889,151315,3.546,215.861056,7.962
2,2012-01-13,False,24573.598309859153,202307,3.261,219.5328198,7.057
2,2011-01-14,False,23893.06273972603,202307,2.983,211.1176713,8.028
2,2012-01-20,False,23774.570972222224,202307,3.268,219.6258417,7.057
2,2011-01-21,False,24324.790277777778,202307,3.016,211.4864691,8.028
2,2012-01-27,False,23068.140833333335,202307,3.29,219.7188636,7.057
2,2011-01-28,False,23546.82888888889,202307,3.01,211.8552668,8.028
2,2012-01-06,False,24993.33527777778,202307,3.157,219.355063,7.057
2,2011-01-07,False,24417.372083333335,202307,2.976,211.0648881,8.028
2,2010-10-01,False,25738.5976056338,202307,2.603,211.3298742,8.163
2,2012-10-12,False,26037.604520547942,202307,3.601,223.0154263,6.17
2,2011-10-14,False,24561.720985915494,202307,3.274,217.0048261,7.441
2,2010-10-15,False,25272.61253521127,202307,2.72,211.4713286,8.163
2,2012-10-19,False,26028.033943661972,202307,3.594,223.0598077,6.17
2,2011-10-21,False,25840.566901408452,202307,3.353,217.1650042,7.441
2,2010-10-22,False,24478.135774647886,202307,2.725,211.5187208,8.163
2,2012-10-26,False,25837.441549295774,202307,3.506,223.0783366,6.17
2,2011-10-28,False,24573.559027777777,202307,3.372,217.3251824,7.441
2,2010-10-29,False,25038.26541666667,202307,2.716,211.5661131,8.163
2,2012-10-05,False,27754.45888888889,202307,3.617,222.8159296,6.17
2,2011-10-07,False,25881.034225352112,202307,3.285,216.6958311,7.441
2,2010-10-08,False,25693.353333333333,202307,2.633,211.4044906,8.163
2,2011-11-11,False,26676.738194444442,202307,3.297,217.6455387,7.441
2,2010-11-12,False,26997.36253521127,202307,2.728,211.6608975,8.163
2,2011-11-18,False,26065.239726027397,202307,3.308,217.8670218,7.441
2,2010-11-19,False,27176.932916666665,202307,2.771,211.5470304,8.163
2,2011-11-25,True,35810.990410958904,202307,3.236,218.1130269,7.441
2,2010-11-26,True,36926.74013888889,202307,2.735,211.4062867,8.163
2,2011-11-04,False,27601.519718309857,202307,3.332,217.4853605,7.441
2,2010-11-05,False,27700.877285714283,202307,2.689,211.6135053,8.163
2,2010-12-10,False,33503.19084507042,202307,2.843,211.1247993,8.163
2,2011-12-16,False,33325.15780821918,202307,3.159,218.8217928,7.441
2,2010-12-17,False,36238.427083333336,202307,2.869,211.0645458,8.163
2,2011-12-02,False,27534.535211267605,202307,3.172,218.3590319,7.441
2,2011-12-23,False,43572.564864864864,202307,3.112,218.9995495,7.441
2,2010-12-24,False,47068.59835616439,202307,2.886,211.0646599,8.163
2,2010-12-03,False,27613.44205479452,202307,2.708,211.265543,8.163
2,2011-12-30,True,25674.33589041096,202307,3.129,219.1773063,7.441
2,2010-12-31,True,24311.590972222224,202307,2.943,211.064774,8.163
2,2011-12-09,False,31377.38794520548,202307,3.158,218.605037,7.441
2,2012-02-10,True,28812.6394520548,202307,3.409,219.9049073,7.057
2,2011-02-11,True,30111.689027777775,202307,3.022,212.5928624,8.028
2,2010-02-12,True,29691.79861111111,202307,2.548,210.8979935,8.324
2,2012-02-17,False,30091.622739726026,202307,3.51,220.0651993,7.057
2,2011-02-18,False,28505.271506849316,202307,3.045,212.9033115,8.028
2,2010-02-19,False,29102.07589041096,202307,2.514,210.9451605,8.324
2,2012-02-24,False,26222.57323943662,202307,3.555,220.275944,7.057
2,2011-02-25,False,25824.09971830986,202307,3.065,213.190421,8.028
2,2010-02-26,False,25549.277671232878,202307,2.561,210.9759573,8.324
2,2012-02-03,False,26510.95808219178,202307,3.36,219.8118854,7.057
2,2011-02-04,False,26796.475416666668,202307,2.989,212.2240646,8.028
2,2010-02-05,False,29273.82821917808,202307,2.572,210.7526053,8.324
2,2011-03-11,False,25741.19602739726,202307,3.459,213.7646401,8.028
2,2010-03-12,False,27645.608055555556,202307,2.667,211.037551,8.324
2,2012-03-16,False,27832.142676056337,202307,3.734,220.8498468,7.057
2,2011-03-18,False,26424.411944444444,202307,3.488,214.0156238,8.028
2,2010-03-19,False,26658.505205479454,202307,2.72,210.8733316,8.324
2,2012-03-02,False,27118.82861111111,202307,3.63,220.4866886,7.057
2,2012-03-23,False,25217.45295774648,202307,3.787,220.9244858,7.057
2,2011-03-25,False,24530.028472222224,202307,3.473,214.2521573,8.028
2,2010-03-26,False,23975.312465753424,202307,2.732,210.6766095,8.324
2,2012-03-30,False,26161.701971830986,202307,3.845,220.9991248,7.057
2,2011-03-04,False,27145.312054794522,202307,3.288,213.4775305,8.028
2,2010-03-05,False,27274.152465753425,202307,2.625,211.0067542,8.324
2,2012-03-09,False,27290.53887323944,202307,3.669,220.6974332,7.057
2,2011-04-01,False,25354.526197183095,202307,3.524,214.4886908,7.931
2,2012-04-13,False,26518.754794520548,202307,3.891,221.1484028,6.891
2,2011-04-15,False,26147.434366197183,202307,3.743,214.9420631,7.931
2,2010-04-16,False,26407.858309859155,202307,2.808,210.1495463,8.2
2,2010-04-02,False,28697.051666666666,202307,2.719,210.4798874,8.2
2,2012-04-20,False,25657.561805555553,202307,3.877,221.2021074,6.891
2,2011-04-22,False,26568.16338028169,202307,3.807,215.1096657,7.931
2,2010-04-23,False,25661.84408450704,202307,2.795,210.1000648,8.2
2,2012-04-27,False,24846.944929577465,202307,3.814,221.255812,6.891
2,2011-04-29,False,24243.684444444443,202307,3.81,215.2772683,7.931
2,2010-04-30,False,25386.623802816903,202307,2.78,210.0505833,8.2
2,2012-04-06,False,29164.875479452057,202307,3.891,221.0737638,6.891
2,2011-04-08,False,25660.45291666667,202307,3.622,214.7252242,7.931
2,2010-04-09,False,27148.46125,202307,2.77,210.2831653,8.2
2,2012-05-11,False,26632.23597222222,202307,3.688,221.3632212,6.891
2,2011-05-13,False,25185.110547945205,202307,3.899,215.6124735,7.931
2,2010-05-14,False,26489.46985915493,202307,2.854,209.9984585,8.2
2,2012-05-18,False,28182.26295774648,202307,3.63,221.380331,6.891
2,2011-05-20,False,24118.312285714284,202307,3.907,215.3834778,7.931
2,2010-05-21,False,26717.423943661972,202307,2.826,210.2768443,8.2
2,2012-05-25,False,27325.587,202307,3.561,221.3828029,6.891
2,2011-05-27,False,25320.176901408453,202307,3.786,215.1544822,7.931
2,2010-05-28,False,27958.769857142855,202307,2.759,210.5552301,8.2
2,2012-05-04,False,27097.98718309859,202307,3.749,221.3095166,6.891
2,2011-05-06,False,25174.5698630137,202307,3.906,215.4448709,7.931
2,2010-05-07,False,27980.571369863013,202307,2.835,210.0011018,8.2
2,2012-06-01,False,26902.709436619716,202307,3.501,221.3852748,6.891
2,2011-06-10,False,27171.171267605638,202307,3.648,214.6964908,7.931
2,2010-06-11,False,28528.714929577465,202307,2.668,211.1120018,8.2
2,2012-06-15,False,28041.775714285715,202307,3.393,221.4009901,6.891
2,2011-06-17,False,27135.722083333334,202307,3.637,214.6513538,7.931
2,2010-06-18,False,28594.813714285712,202307,2.637,211.1096543,8.2
2,2012-06-22,False,26587.791690140846,202307,3.346,221.4411622,6.891
2,2011-06-24,False,25584.654285714285,202307,3.594,214.7441108,7.931
2,2010-06-25,False,27322.91676056338,202307,2.653,210.9950134,8.2
2,2012-06-29,False,26493.607323943663,202307,3.286,221.4813343,6.891
2,2011-06-03,False,26489.81109589041,202307,3.699,214.9254865,7.931
2,2010-06-04,False,30036.284714285717,202307,2.705,210.833616,8.2
2,2012-06-08,False,28312.908309859155,202307,3.452,221.3877467,6.891
2,2011-07-01,False,26660.614285714284,202307,3.524,214.8368678,7.852
2,2012-07-13,False,26143.930428571428,202307,3.256,221.5616784,6.565
2,2011-07-15,False,25502.675571428572,202307,3.575,215.0134426,7.852
2,2010-07-16,False,26751.881014492756,202307,2.623,210.7577954,8.099
2,2010-07-02,False,28224.516056338027,202307,2.669,210.8803726,8.099
2,2012-07-20,False,25273.145277777778,202307,3.311,221.5701123,6.565
2,2011-07-22,False,24560.794507042254,202307,3.651,215.0749122,7.852
2,2010-07-23,False,25094.615633802816,202307,2.608,210.8921319,8.099
2,2012-07-27,False,24081.14904109589,202307,3.407,221.5785461,6.565
2,2011-07-29,False,24009.900857142857,202307,3.682,215.1363819,7.852
2,2010-07-30,False,25058.974444444444,202307,2.64,211.0264684,8.099
2,2012-07-06,False,28354.269444444442,202307,3.227,221.5215064,6.565
2,2011-07-08,False,26473.742714285716,202307,3.48,214.9296249,7.852
2,2010-07-09,False,27259.458260869564,202307,2.642,210.7657317,8.099
2,2012-08-10,False,25926.66611111111,202307,3.494,221.5954138,6.565
2,2011-08-12,False,25531.947323943663,202307,3.638,215.2593211,7.852
2,2010-08-13,False,26698.60633802817,202307,2.692,211.2951413,8.099
2,2012-08-17,False,26411.178219178084,202307,3.571,221.6751459,6.565
2,2011-08-19,False,25973.16323943662,202307,3.554,215.3229307,7.852
2,2010-08-20,False,28061.931857142856,202307,2.664,211.2596586,8.099
2,2012-08-24,False,26433.635915492956,202307,3.62,221.8083518,6.565
2,2011-08-26,False,25293.60986111111,202307,3.523,215.386897,7.852
2,2010-08-27,False,26251.274507042253,202307,2.619,211.2241759,8.099
2,2012-08-03,False,27029.231111111112,202307,3.417,221.5869799,6.565
2,2012-08-31,False,26672.37397260274,202307,3.638,221.9415576,6.565
2,2011-08-05,False,26810.060857142857,202307,3.684,215.1978515,7.852
2,2010-08-06,False,28455.85685714286,202307,2.627,211.1608049,8.099
2,2010-09-10,True,25543.455972222222,202307,2.565,211.1532104,8.099
2,2012-09-14,False,25205.64763888889,202307,3.717,222.2174395,6.565
2,2011-09-16,False,23492.215555555555,202307,3.526,215.6944378,7.852
2,2010-09-17,False,25266.24788732394,202307,2.582,211.1806415,8.099
2,2011-09-02,False,25126.6625,202307,3.533,215.4508632,7.852
2,2012-09-21,False,25766.417887323943,202307,3.721,222.4169362,6.565
2,2011-09-23,False,23184.719166666666,202307,3.467,216.0282356,7.852
2,2010-09-24,False,24289.538309859156,202307,2.624,211.2552578,8.099
2,2012-09-28,False,24256.535555555558,202307,3.666,222.6164329,6.565
2,2010-09-03,False,26825.466056338028,202307,2.577,211.1886931,8.099
2,2011-09-30,False,23244.992112676056,202307,3.355,216.3620333,7.852
2,2012-09-07,True,26743.339014084508,202307,3.73,222.0747635,6.565
2,2011-09-09,True,24277.786805555555,202307,3.546,215.5148295,7.852
3,2012-01-13,False,5832.3590476190475,37392,3.261,223.3755259,6.833
3,2011-01-14,False,6146.146774193549,37392,2.983,214.7470729,7.551
3,2012-01-20,False,5627.978615384615,37392,3.268,223.4700552,6.833
3,2011-01-21,False,5569.471428571429,37392,3.016,215.1268275,7.551
3,2012-01-27,False,5461.2203125,37392,3.29,223.5645845,6.833
3,2011-01-28,False,5791.52761904762,37392,3.01,215.5065821,7.551
3,2012-01-06,False,6221.53453125,37392,3.157,223.1923049,6.833
3,2011-01-07,False,6003.830793650794,37392,2.976,214.6955104,7.551
3,2010-10-01,False,5786.840322580645,37392,2.603,214.9846548,7.564
3,2012-10-12,False,6320.067538461539,37392,3.601,226.9239785,6.034
3,2011-10-14,False,5754.41515625,37392,3.274,220.7486167,7.197
3,2010-10-15,False,5485.466507936509,37392,2.72,215.1293114,7.564
3,2012-10-19,False,6633.016875,37392,3.594,226.9688442,6.034
3,2011-10-21,False,6171.505625,37392,3.353,220.9144005,7.197
3,2010-10-22,False,5538.0314285714285,37392,2.725,215.17839,7.564
3,2012-10-26,False,6334.8859375,37392,3.506,226.9873637,6.034
3,2011-10-28,False,5902.130606060606,37392,3.372,221.0801842,7.197
3,2010-10-29,False,5446.7459375,37392,2.716,215.2274686,7.564
3,2012-10-05,False,6930.58828125,37392,3.617,226.7210356,6.034
3,2011-10-07,False,6302.225,37392,3.285,220.4299007,7.197
3,2010-10-08,False,6372.6991935483875,37392,2.633,215.060858,7.564
3,2011-11-11,False,6273.296153846154,37392,3.297,221.4117517,7.197
3,2010-11-12,False,6041.17234375,37392,2.728,215.3256258,7.564
3,2011-11-18,False,6231.85890625,37392,3.308,221.6432852,7.197
3,2010-11-19,False,5821.020625,37392,2.771,215.2074519,7.564
3,2011-11-25,True,8568.079846153847,37392,3.236,221.9011185,7.197
3,2010-11-26,True,8977.2673015873,37392,2.735,215.0614025,7.564
3,2011-11-04,False,7068.35723076923,37392,3.332,221.245968,7.197
3,2010-11-05,False,6717.072380952381,37392,2.689,215.2765472,7.564
3,2010-12-10,False,7306.9067187499995,37392,2.843,214.7693037,7.564
3,2011-12-16,False,7738.600303030303,37392,3.159,222.6426418,7.197
3,2010-12-17,False,7663.990615384616,37392,2.869,214.704919,7.564
3,2011-12-02,False,7159.2624242424245,37392,3.172,222.1589519,7.197
3,2011-12-23,False,8351.836515151515,37392,3.112,222.8258628,7.197
3,2010-12-24,False,9468.60015625,37392,2.886,214.7017828,7.564
3,2010-12-03,False,7562.234444444444,37392,2.708,214.9153531,7.564
3,2011-12-30,True,6316.2135384615385,37392,3.129,223.0090839,7.197
3,2010-12-31,True,6172.221935483871,37392,2.943,214.6986466,7.564
3,2011-12-09,False,7102.618181818181,37392,3.158,222.4167852,7.197
3,2012-02-10,True,7395.1948437500005,37392,3.409,223.753643,6.833
3,2011-02-11,True,6943.971129032258,37392,3.022,216.2660913,7.551
3,2010-02-12,True,6573.89,37392,2.548,214.5747916,7.368
3,2012-02-17,False,7205.925454545455,37392,3.51,223.9170153,6.833
3,2011-02-18,False,6869.557142857143,37392,3.045,216.5843571,7.551
3,2010-02-19,False,6486.802923076923,37392,2.514,214.6198868,7.368
3,2012-02-24,False,6756.8624193548385,37392,3.555,224.1320199,6.833
3,2011-02-25,False,6304.939523809524,37392,3.065,216.8780275,7.551
3,2010-02-26,False,6463.569206349206,37392,2.561,214.6475127,7.368
3,2012-02-03,False,6640.0103125000005,37392,3.36,223.6591137,6.833
3,2011-02-04,False,6960.579841269841,37392,2.989,215.8863367,7.551
3,2010-02-05,False,7101.880307692307,37392,2.572,214.4248812,7.368
3,2011-03-11,False,6424.655555555555,37392,3.459,217.4653683,7.551
3,2010-03-12,False,6003.13578125,37392,2.667,214.7027646,7.368
3,2012-03-16,False,6335.012307692307,37392,3.734,224.7166953,6.833
3,2011-03-18,False,6223.960476190477,37392,3.488,217.7235226,7.551
3,2010-03-19,False,5774.285999999999,37392,2.72,214.5301219,7.368
3,2012-03-02,False,7339.88375,37392,3.63,224.3470245,6.833
3,2012-03-23,False,6569.956349206349,37392,3.787,224.7909104,6.833
3,2011-03-25,False,6042.5979365079365,37392,3.473,217.9674705,7.551
3,2010-03-26,False,5713.480476190476,37392,2.732,214.3241011,7.368
3,2012-03-30,False,6468.0768253968245,37392,3.845,224.8651254,6.833
3,2011-03-04,False,6937.849365079365,37392,3.288,217.1716979,7.551
3,2010-03-05,False,6590.508571428572,37392,2.625,214.6751386,7.368
3,2012-03-09,False,6955.65703125,37392,3.669,224.5620291,6.833
3,2011-04-01,False,5945.334603174602,37392,3.524,218.2114184,7.574
3,2012-04-13,False,6473.688307692308,37392,3.891,225.0135556,6.664
3,2011-04-15,False,6004.109672131148,37392,3.743,218.6788642,7.574
3,2010-04-16,False,5461.434769230769,37392,2.808,213.7726889,7.343
3,2010-04-02,False,6613.975,37392,2.719,214.1180803,7.343
3,2012-04-20,False,6794.09578125,37392,3.877,225.0689541,6.664
3,2011-04-22,False,6220.000634920634,37392,3.807,218.851237,7.574
3,2010-04-23,False,5312.13515625,37392,2.795,213.7221852,7.343
3,2012-04-27,False,6263.747777777778,37392,3.814,225.1243526,6.664
3,2011-04-29,False,5925.893548387097,37392,3.81,219.0236099,7.574
3,2010-04-30,False,5473.460454545455,37392,2.78,213.6716815,7.343
3,2012-04-06,False,7987.811587301588,37392,3.891,224.9393405,6.664
3,2011-04-08,False,6096.433492063492,37392,3.622,218.4553663,7.574
3,2010-04-09,False,6497.973125,37392,2.77,213.9120595,7.343
3,2012-05-11,False,6856.910476190476,37392,3.688,225.2351496,6.664
3,2011-05-13,False,6131.947301587302,37392,3.899,219.3683556,7.574
3,2010-05-14,False,6005.5928125,37392,2.854,213.6196139,7.343
3,2012-05-18,False,6533.011875,37392,3.63,225.2512024,6.664
3,2011-05-20,False,5696.92390625,37392,3.907,219.127216,7.574
3,2010-05-21,False,5544.567258064516,37392,2.826,213.9116886,7.343
3,2012-05-25,False,6566.687142857142,37392,3.561,225.2515168,6.664
3,2011-05-27,False,5771.103125,37392,3.786,218.8860765,7.574
3,2010-05-28,False,5646.600483870968,37392,2.759,214.2037634,7.343
3,2012-05-04,False,7095.380161290323,37392,3.749,225.1797511,6.664
3,2011-05-06,False,6453.783125,37392,3.906,219.1959827,7.574
3,2010-05-07,False,6338.473968253968,37392,2.835,213.6211778,7.343
3,2012-06-01,False,6861.405238095239,37392,3.501,225.2518313,6.664
3,2011-06-10,False,6316.754032258064,37392,3.648,218.4037974,7.574
3,2010-06-11,False,5635.191904761905,37392,2.668,214.787913,7.343
3,2012-06-15,False,7017.060158730158,37392,3.393,225.2644795,6.664
3,2011-06-17,False,6613.497377049181,37392,3.637,218.3551748,7.574
3,2010-06-18,False,5778.997619047619,37392,2.637,214.7858259,7.343
3,2012-06-22,False,6766.095967741936,37392,3.346,225.3068615,6.664
3,2011-06-24,False,6218.0759677419355,37392,3.594,218.45094,7.574
3,2010-06-25,False,5763.652903225806,37392,2.653,214.6660741,7.343
3,2012-06-29,False,6933.857868852459,37392,3.286,225.3492435,6.664
3,2011-06-03,False,6262.029206349207,37392,3.699,218.6449369,7.574
3,2010-06-04,False,6402.7225806451615,37392,2.705,214.4958382,7.343
3,2012-06-08,False,7198.98064516129,37392,3.452,225.2521458,6.664
